EmployeeNumber,Variable,Value
829,Education,3
830,Education,3
832,Education,4
833,Education,3
834,Education,3
836,Education,3
837,Education,3
838,Education,4
840,Education,3
842,Education,1
843,Education,2
844,Education,1
845,Education,3
846,Education,4
847,Education,2
848,Education,2
850,Education,3
851,Education,4
852,Education,3
854,Education,1
855,Education,3
856,Education,1
857,Education,2
859,Education,4
861,Education,4
862,Education,2
864,Education,3
865,Education,2
867,Education,4
868,Education,4
869,Education,2
872,Education,2
874,Education,4
875,Education,1
878,Education,3
879,Education,1
880,Education,3
881,Education,4
882,Education,3
885,Education,1
887,Education,3
888,Education,1
889,Education,2
893,Education,3
894,Education,3
895,Education,4
896,Education,3
897,Education,3
899,Education,3
900,Education,2
901,Education,4
902,Education,3
903,Education,2
904,Education,2
905,Education,4
909,Education,3
910,Education,2
911,Education,4
912,Education,1
913,Education,2
916,Education,4
918,Education,1
920,Education,3
922,Education,3
923,Education,1
924,Education,1
925,Education,4
926,Education,1
927,Education,4
930,Education,3
932,Education,3
933,Education,3
934,Education,3
936,Education,2
939,Education,4
940,Education,3
941,Education,4
942,Education,1
944,Education,2
945,Education,4
947,Education,2
949,Education,4
950,Education,3
951,Education,3
952,Education,2
954,Education,4
956,Education,3
957,Education,3
958,Education,4
959,Education,3
960,Education,3
961,Education,3
964,Education,4
966,Education,4
967,Education,1
969,Education,3
970,Education,4
972,Education,2
974,Education,3
975,Education,3
976,Education,2
977,Education,3
981,Education,2
982,Education,2
983,Education,3
984,Education,4
985,Education,5
986,Education,3
987,Education,4
990,Education,4
991,Education,2
992,Education,3
994,Education,3
995,Education,1
996,Education,4
997,Education,2
998,Education,4
999,Education,3
1001,Education,4
1002,Education,2
1003,Education,2
1004,Education,3
1005,Education,3
1006,Education,1
1007,Education,2
1009,Education,1
1010,Education,4
1011,Education,1
1012,Education,2
1013,Education,3
1014,Education,4
1015,Education,2
1016,Education,3
1017,Education,3
1018,Education,2
1019,Education,1
1022,Education,3
1024,Education,4
1025,Education,2
1026,Education,1
1027,Education,4
1028,Education,3
1029,Education,2
1030,Education,3
1032,Education,3
1033,Education,2
1034,Education,4
1035,Education,1
1036,Education,4
1037,Education,2
1038,Education,1
1039,Education,3
1040,Education,3
1042,Education,4
1043,Education,3
1044,Education,1
1045,Education,2
1046,Education,4
1047,Education,4
1048,Education,2
1049,Education,4
1050,Education,3
1052,Education,3
1053,Education,3
1055,Education,4
1056,Education,1
1060,Education,4
1061,Education,4
1062,Education,3
1066,Education,3
1068,Education,1
1069,Education,4
1070,Education,4
1071,Education,3
1073,Education,5
1074,Education,1
1076,Education,3
1077,Education,3
1079,Education,3
1080,Education,4
1081,Education,4
1082,Education,2
1083,Education,2
1084,Education,3
1085,Education,2
1088,Education,1
1092,Education,4
1094,Education,5
1096,Education,1
1097,Education,3
1098,Education,2
1099,Education,3
1100,Education,3
1101,Education,4
1102,Education,2
1103,Education,1
1105,Education,4
1106,Education,1
1107,Education,3
1108,Education,3
1109,Education,2
1111,Education,3
1113,Education,4
1114,Education,3
1115,Education,4
1116,Education,4
1117,Education,4
1118,Education,4
1119,Education,4
1120,Education,4
1121,Education,3
1124,Education,1
1125,Education,2
1126,Education,3
1127,Education,3
1128,Education,3
1131,Education,1
1132,Education,3
1133,Education,4
1135,Education,3
1136,Education,1
1137,Education,2
1138,Education,4
1140,Education,2
1143,Education,3
1148,Education,3
1150,Education,1
1152,Education,3
1154,Education,3
1156,Education,1
1157,Education,4
1158,Education,4
1160,Education,3
1161,Education,2
1162,Education,3
1163,Education,1
1164,Education,4
1165,Education,1
1166,Education,4
1167,Education,3
1171,Education,4
1172,Education,4
1173,Education,3
1175,Education,1
1177,Education,4
1179,Education,3
1180,Education,2
1182,Education,3
1184,Education,3
1185,Education,4
1188,Education,3
1190,Education,1
1191,Education,4
1192,Education,1
1193,Education,2
1195,Education,3
1196,Education,3
1198,Education,3
1200,Education,4
1201,Education,2
1202,Education,1
1203,Education,4
1204,Education,3
1206,Education,3
1207,Education,3
1210,Education,2
1211,Education,4
1212,Education,4
1215,Education,3
1216,Education,4
1217,Education,2
1218,Education,4
1219,Education,2
1220,Education,3
1221,Education,4
1224,Education,4
1225,Education,4
1226,Education,3
1228,Education,4
1231,Education,5
1233,Education,4
1234,Education,3
1235,Education,2
1237,Education,3
1238,Education,3
1239,Education,3
1240,Education,4
1241,Education,3
1242,Education,5
1243,Education,2
1244,Education,3
1245,Education,4
1246,Education,1
1248,Education,3
1249,Education,3
1250,Education,3
1251,Education,2
1252,Education,3
1254,Education,3
1255,Education,3
1256,Education,2
1257,Education,3
1258,Education,2
1259,Education,2
1260,Education,3
1263,Education,3
1264,Education,3
1265,Education,3
1267,Education,3
1268,Education,5
1269,Education,3
1270,Education,2
1273,Education,1
1275,Education,2
1277,Education,3
1278,Education,1
1279,Education,2
1280,Education,2
1281,Education,3
1282,Education,3
1283,Education,4
1285,Education,3
1286,Education,4
1288,Education,2
1289,Education,3
1291,Education,1
1292,Education,4
1293,Education,4
1294,Education,4
1295,Education,3
1296,Education,3
1297,Education,2
1298,Education,2
1299,Education,3
1301,Education,3
1303,Education,3
1304,Education,3
1306,Education,3
1307,Education,4
1308,Education,4
1309,Education,2
1310,Education,3
1311,Education,3
1312,Education,4
1314,Education,2
1315,Education,3
1317,Education,3
1318,Education,4
1319,Education,3
1321,Education,4
1322,Education,2
1324,Education,4
1329,Education,2
1331,Education,3
1333,Education,3
1334,Education,1
1336,Education,2
1338,Education,4
1340,Education,2
1344,Education,3
1346,Education,3
1349,Education,3
1350,Education,4
1352,Education,3
1355,Education,2
1356,Education,2
1358,Education,1
1360,Education,4
1361,Education,4
1362,Education,3
1363,Education,3
1364,Education,3
1367,Education,2
1368,Education,3
1369,Education,3
1371,Education,1
1372,Education,4
1373,Education,3
1374,Education,1
1375,Education,1
1377,Education,3
1379,Education,3
1380,Education,4
1382,Education,3
1383,Education,4
1387,Education,3
1389,Education,4
1390,Education,4
1391,Education,3
1392,Education,3
1394,Education,1
1395,Education,1
1396,Education,1
1397,Education,2
1399,Education,1
1401,Education,2
1402,Education,3
1403,Education,3
1405,Education,4
1407,Education,1
1408,Education,3
1409,Education,4
1411,Education,3
1412,Education,2
1415,Education,3
1417,Education,3
1419,Education,3
1420,Education,2
1421,Education,1
1422,Education,3
1423,Education,3
1424,Education,4
1425,Education,4
1427,Education,4
1428,Education,4
1430,Education,5
1431,Education,4
1433,Education,3
1434,Education,1
1435,Education,4
1436,Education,4
1438,Education,3
1439,Education,2
1440,Education,2
1441,Education,2
1443,Education,4
1445,Education,1
1446,Education,5
1447,Education,3
1448,Education,5
1449,Education,4
1453,Education,2
1457,Education,3
1458,Education,3
1459,Education,5
1460,Education,3
1461,Education,2
1464,Education,3
1465,Education,3
1466,Education,3
1467,Education,4
1468,Education,1
1469,Education,3
1471,Education,3
1472,Education,3
1473,Education,4
1474,Education,3
1475,Education,3
1477,Education,3
1478,Education,3
1479,Education,1
1480,Education,2
1481,Education,5
1482,Education,3
1483,Education,2
1484,Education,4
1485,Education,3
1486,Education,3
1487,Education,3
1489,Education,4
1492,Education,1
1494,Education,3
1495,Education,2
1496,Education,1
1497,Education,3
1499,Education,3
1501,Education,4
1502,Education,4
1503,Education,3
1504,Education,2
1506,Education,3
1507,Education,3
1509,Education,2
1513,Education,1
1514,Education,1
1515,Education,5
1516,Education,3
1520,Education,4
1522,Education,4
1523,Education,3
1525,Education,3
1527,Education,3
1529,Education,3
1533,Education,1
1534,Education,4
1535,Education,3
1537,Education,3
1539,Education,5
1541,Education,2
1542,Education,3
1543,Education,3
1544,Education,1
1545,Education,3
1546,Education,3
1547,Education,3
1548,Education,2
1549,Education,4
1550,Education,2
1551,Education,2
1552,Education,2
1553,Education,4
1554,Education,4
1555,Education,2
1556,Education,4
1557,Education,4
1558,Education,3
1560,Education,4
1562,Education,3
1563,Education,4
1564,Education,3
1568,Education,4
1569,Education,3
1572,Education,5
1573,Education,3
1574,Education,4
1576,Education,4
1577,Education,4
1578,Education,5
1580,Education,4
1581,Education,3
1582,Education,3
1583,Education,3
1585,Education,4
1586,Education,1
1587,Education,4
1588,Education,3
1590,Education,1
1591,Education,3
1592,Education,3
1594,Education,4
1595,Education,2
1596,Education,3
1597,Education,4
1598,Education,2
1599,Education,3
1601,Education,2
1602,Education,4
1604,Education,3
1605,Education,2
1606,Education,5
1607,Education,4
1608,Education,3
1609,Education,3
1611,Education,5
1612,Education,3
1613,Education,4
1614,Education,4
1615,Education,4
1617,Education,4
1618,Education,5
1619,Education,3
1621,Education,5
1622,Education,3
1623,Education,1
1624,Education,2
1625,Education,4
1627,Education,2
1628,Education,3
1630,Education,4
1631,Education,3
1633,Education,3
1635,Education,2
1638,Education,2
1639,Education,3
1640,Education,3
1641,Education,3
1642,Education,5
1644,Education,5
1645,Education,2
1646,Education,1
1647,Education,3
1648,Education,3
1649,Education,3
1650,Education,3
1651,Education,4
1653,Education,1
1654,Education,3
1655,Education,4
1656,Education,5
1657,Education,3
1658,Education,3
1659,Education,3
1661,Education,1
1662,Education,4
1664,Education,2
1665,Education,5
1666,Education,2
1667,Education,4
1668,Education,3
1669,Education,3
1670,Education,4
1671,Education,3
1673,Education,4
1674,Education,3
1675,Education,3
1676,Education,4
1677,Education,3
1678,Education,2
1680,Education,1
1681,Education,3
1682,Education,4
1683,Education,3
1684,Education,1
1687,Education,2
1689,Education,4
1691,Education,2
1692,Education,4
1693,Education,3
1694,Education,3
1696,Education,2
1697,Education,4
1698,Education,3
1700,Education,4
1701,Education,3
1702,Education,3
1703,Education,3
1704,Education,4
1706,Education,3
1707,Education,3
1708,Education,3
1709,Education,4
1710,Education,4
1712,Education,1
1714,Education,1
1716,Education,3
1718,Education,4
1719,Education,2
1720,Education,3
1721,Education,4
1722,Education,3
1724,Education,2
1725,Education,1
1727,Education,4
1728,Education,4
1729,Education,1
1731,Education,4
1732,Education,3
1733,Education,5
1734,Education,2
1735,Education,1
1736,Education,1
1737,Education,3
1739,Education,3
1740,Education,4
1744,Education,3
1745,Education,4
1746,Education,3
1747,Education,3
1749,Education,3
1751,Education,3
1752,Education,3
1753,Education,3
1754,Education,2
1755,Education,4
1756,Education,3
1757,Education,4
1758,Education,3
1760,Education,2
1761,Education,4
1762,Education,3
1763,Education,3
1764,Education,4
1766,Education,3
1767,Education,3
1768,Education,3
1770,Education,3
1771,Education,3
1772,Education,4
1774,Education,3
1775,Education,4
1778,Education,3
1779,Education,2
1780,Education,1
1782,Education,2
1783,Education,1
1784,Education,4
1786,Education,3
1787,Education,2
1789,Education,4
1790,Education,3
1792,Education,2
1794,Education,2
1797,Education,3
1798,Education,4
1799,Education,3
1800,Education,1
1801,Education,2
1802,Education,2
1803,Education,3
1804,Education,2
1805,Education,3
1807,Education,4
1809,Education,4
1812,Education,3
1813,Education,3
1814,Education,3
1815,Education,1
1816,Education,3
1818,Education,2
1821,Education,2
1822,Education,3
1823,Education,2
1824,Education,3
1826,Education,4
1827,Education,3
1829,Education,3
1830,Education,4
1833,Education,4
1834,Education,3
1835,Education,4
1836,Education,3
1837,Education,4
1839,Education,3
1842,Education,5
1844,Education,3
1845,Education,4
1847,Education,4
1849,Education,4
1850,Education,2
1852,Education,1
1853,Education,4
1854,Education,4
1856,Education,4
1857,Education,2
1858,Education,2
1859,Education,1
1860,Education,3
1862,Education,4
1863,Education,3
1864,Education,1
1865,Education,1
1866,Education,3
1867,Education,3
1868,Education,2
1869,Education,3
1870,Education,3
1871,Education,4
1873,Education,4
1875,Education,3
1876,Education,3
1878,Education,1
1880,Education,4
1881,Education,3
1882,Education,3
1883,Education,3
1885,Education,4
1886,Education,2
1888,Education,2
1890,Education,1
1892,Education,4
1893,Education,2
1898,Education,2
1900,Education,3
1903,Education,4
1905,Education,4
1907,Education,2
1908,Education,2
1909,Education,3
1911,Education,3
1912,Education,2
1915,Education,1
1916,Education,3
1918,Education,3
1922,Education,4
1924,Education,4
1927,Education,2
1928,Education,3
1929,Education,4
1931,Education,4
1932,Education,4
1933,Education,2
1934,Education,4
1935,Education,5
1936,Education,2
1937,Education,3
1938,Education,3
1939,Education,2
1940,Education,2
1941,Education,1
1943,Education,4
1944,Education,3
1945,Education,4
1947,Education,3
1948,Education,2
1949,Education,4
1950,Education,3
1951,Education,4
1952,Education,3
1954,Education,3
1955,Education,4
1956,Education,3
1960,Education,3
1961,Education,3
1962,Education,4
1965,Education,3
1966,Education,4
1967,Education,4
1968,Education,4
1969,Education,2
1970,Education,2
1971,Education,3
1972,Education,4
1973,Education,4
1974,Education,1
1975,Education,4
1976,Education,2
1979,Education,3
1980,Education,3
1981,Education,2
1982,Education,2
1985,Education,3
1986,Education,2
1987,Education,3
1989,Education,2
1992,Education,1
1993,Education,3
1994,Education,2
1995,Education,4
1996,Education,2
1997,Education,4
1998,Education,4
1999,Education,3
2000,Education,1
2003,Education,4
2007,Education,2
2008,Education,4
2009,Education,2
2010,Education,4
2012,Education,4
2013,Education,4
2014,Education,1
2015,Education,3
2016,Education,4
2017,Education,3
2018,Education,2
2019,Education,4
2020,Education,3
2021,Education,1
2022,Education,3
2023,Education,3
2024,Education,3
2025,Education,2
2026,Education,4
2027,Education,4
2031,Education,3
2032,Education,2
2034,Education,4
2035,Education,3
2036,Education,4
2037,Education,3
2038,Education,3
2040,Education,4
2041,Education,2
2044,Education,4
2045,Education,4
2046,Education,3
2048,Education,4
2049,Education,4
2051,Education,4
2052,Education,4
2053,Education,2
2054,Education,4
2055,Education,3
2056,Education,1
2057,Education,3
2060,Education,3
2061,Education,2
2062,Education,1
2064,Education,3
2065,Education,3
2068,Education,3
1,EducationField,Life Sciences
2,EducationField,Life Sciences
4,EducationField,Other
5,EducationField,Life Sciences
7,EducationField,Medical
8,EducationField,Life Sciences
10,EducationField,Medical
11,EducationField,Life Sciences
12,EducationField,Life Sciences
13,EducationField,Medical
14,EducationField,Medical
15,EducationField,Life Sciences
16,EducationField,Life Sciences
18,EducationField,Medical
19,EducationField,Life Sciences
20,EducationField,Life Sciences
21,EducationField,Life Sciences
22,EducationField,Medical
23,EducationField,Life Sciences
24,EducationField,Life Sciences
26,EducationField,Other
27,EducationField,Life Sciences
28,EducationField,Life Sciences
30,EducationField,Life Sciences
31,EducationField,Medical
32,EducationField,Other
33,EducationField,Life Sciences
35,EducationField,Marketing
36,EducationField,Medical
38,EducationField,Marketing
39,EducationField,Medical
40,EducationField,Other
41,EducationField,Medical
42,EducationField,Technical Degree
45,EducationField,Medical
46,EducationField,Medical
47,EducationField,Marketing
49,EducationField,Marketing
51,EducationField,Life Sciences
52,EducationField,Life Sciences
53,EducationField,Other
54,EducationField,Life Sciences
55,EducationField,Life Sciences
56,EducationField,Life Sciences
57,EducationField,Medical
58,EducationField,Technical Degree
60,EducationField,Marketing
61,EducationField,Life Sciences
62,EducationField,Marketing
63,EducationField,Life Sciences
64,EducationField,Life Sciences
65,EducationField,Technical Degree
68,EducationField,Marketing
70,EducationField,Medical
72,EducationField,Marketing
73,EducationField,Life Sciences
74,EducationField,Life Sciences
75,EducationField,Medical
76,EducationField,Life Sciences
77,EducationField,Life Sciences
78,EducationField,Medical
79,EducationField,Life Sciences
80,EducationField,Medical
81,EducationField,Life Sciences
83,EducationField,Technical Degree
84,EducationField,Medical
85,EducationField,Life Sciences
86,EducationField,Life Sciences
88,EducationField,Medical
90,EducationField,Medical
91,EducationField,Life Sciences
94,EducationField,Life Sciences
95,EducationField,Medical
96,EducationField,Life Sciences
97,EducationField,Life Sciences
98,EducationField,Life Sciences
100,EducationField,Marketing
101,EducationField,Other
102,EducationField,Medical
103,EducationField,Medical
104,EducationField,Life Sciences
105,EducationField,Medical
106,EducationField,Life Sciences
107,EducationField,Medical
110,EducationField,Medical
112,EducationField,Life Sciences
113,EducationField,Technical Degree
116,EducationField,Life Sciences
117,EducationField,Life Sciences
118,EducationField,Medical
119,EducationField,Life Sciences
120,EducationField,Marketing
121,EducationField,Medical
124,EducationField,Medical
125,EducationField,Medical
126,EducationField,Technical Degree
128,EducationField,Other
129,EducationField,Medical
131,EducationField,Medical
132,EducationField,Medical
133,EducationField,Human Resources
134,EducationField,Life Sciences
137,EducationField,Life Sciences
138,EducationField,Other
139,EducationField,Life Sciences
140,EducationField,Human Resources
141,EducationField,Life Sciences
142,EducationField,Marketing
143,EducationField,Medical
144,EducationField,Medical
145,EducationField,Medical
147,EducationField,Life Sciences
148,EducationField,Human Resources
150,EducationField,Life Sciences
151,EducationField,Life Sciences
152,EducationField,Life Sciences
153,EducationField,Medical
154,EducationField,Technical Degree
155,EducationField,Life Sciences
158,EducationField,Life Sciences
159,EducationField,Life Sciences
160,EducationField,Marketing
161,EducationField,Life Sciences
162,EducationField,Life Sciences
163,EducationField,Life Sciences
164,EducationField,Other
165,EducationField,Medical
167,EducationField,Marketing
169,EducationField,Technical Degree
170,EducationField,Medical
171,EducationField,Medical
174,EducationField,Marketing
175,EducationField,Life Sciences
176,EducationField,Life Sciences
177,EducationField,Life Sciences
178,EducationField,Medical
179,EducationField,Life Sciences
182,EducationField,Life Sciences
183,EducationField,Life Sciences
184,EducationField,Human Resources
190,EducationField,Medical
192,EducationField,Medical
193,EducationField,Technical Degree
194,EducationField,Life Sciences
195,EducationField,Medical
197,EducationField,Technical Degree
198,EducationField,Medical
199,EducationField,Life Sciences
200,EducationField,Life Sciences
201,EducationField,Medical
202,EducationField,Medical
204,EducationField,Marketing
205,EducationField,Marketing
206,EducationField,Life Sciences
207,EducationField,Marketing
208,EducationField,Technical Degree
211,EducationField,Medical
214,EducationField,Medical
215,EducationField,Marketing
216,EducationField,Marketing
217,EducationField,Medical
218,EducationField,Medical
221,EducationField,Medical
223,EducationField,Life Sciences
224,EducationField,Medical
226,EducationField,Life Sciences
227,EducationField,Life Sciences
